communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
Centraliacity,WA,,,,12101,2.47,0.47,96.41,0.94,3.17,13.73,25.35,12.32,15.6,,,21618,66.47,0.65,37.4,36.25,10.97,16.51,27514,10644,10681,6170,4952,15046,10257,5755,1946,16.3,9.38,26.71,10.69,6.94,53.88,16.38,19.43,18.56,18.92,14.07,25.35,17.36,15.85,,66.23,63.71,73.44,69.32,52.43,61.78,180,1.67,376,1.86,18.62,25.27,28.99,0.06,0.58,0.79,0.9,94.76,0.88,4.66,2.98,2.4,2.48,2.3,58.34,3.53,54.24,,328,93.73,56.46,2.74,38.41,1952,6.77,0.27,37400,50800,67600,30200,212,278,342,130,338,26.7,17.7,12.6,21,,3.06,58.94,44.35,74.03,87.48,,,,,,,,,,,,,,,,,,6.2,1964.4,0.86,,,,,,,537.26
NorthHaventown,CT,,54870,,22247,2.79,2.13,95.77,1.77,1.16,12.09,22,11.22,16.12,22232,100,49148,82.02,0.9,58.9,33.26,1.27,21.76,53440,21335,21307,24326,43438,18012,17896,24756,542,2.45,6.07,17.51,26.35,3.69,66.69,17.18,25.91,11.24,31.93,5.11,27.43,7.65,6.43,3.14,86.81,84.55,94.96,92.49,57.53,73.59,45,0.28,1287,3.34,4.58,10.49,13.44,0.19,0.27,0.61,0.78,89.73,1.42,4.01,3.28,2.77,2.86,2.06,91.28,0.56,22.55,,260,96.85,88.31,1.92,47.69,1960,0.24,,157900,189400,236300,78400,438,559,648,210,686,25.1,22.1,13,,,5.79,75.56,71.86,93.93,95,,,,,,,,,,,,,,,,,,21.5,1033.3,0.95,,,,,,,84.35
Kentwoodcity,MI,81,42820,,37826,2.48,5.59,91.27,1.96,2.01,13.34,30.5,13.84,8.91,37826,100,34324,84.96,0.56,46.35,20.27,4.3,11.15,40946,15453,15713,12604,15518,11899,13379,11807,1870,4.98,5.59,16.08,26,3.43,73.61,26.24,19.76,15.89,27.19,9.1,30.03,12.98,11.16,3.09,77.16,77.41,87.6,77.97,66.08,75.34,577,2.17,1780,8.43,12.92,22.81,33.26,0.4,0.61,1.07,1.57,93.15,1.05,3.82,2.51,2.47,2.82,1.97,66.12,2.08,55.9,,1090,93.33,57.7,0.37,12.48,1975,1.13,0.08,62700,78100,97300,34600,370,432,503,133,475,22.7,18.7,13.4,,,4.71,74.57,44.53,77.94,90.59,,,,,,,,,,,,,,,,,,21.8,1735.5,0.47,,,,,,,
Butlercity,PA,19,10464,,15714,2.28,1.4,97.7,0.41,0.62,12.95,26.14,13.03,17.24,,,17391,64.96,0.18,38.26,35.74,13.59,19.65,24325,10162,10111,8443,9695,30328,1660,4289,3602,23.2,11.04,27.26,11.04,7.39,52.44,17.47,22.78,18.27,18.58,11.89,32.29,16.38,14.39,3.01,63.03,62.92,69.78,71.55,52.63,61.1,365,2.74,279,,5.73,5.73,5.73,,0.1,0.1,0.1,96.24,0.33,3.98,2.35,2.25,2.5,2.04,51.5,1.28,52.78,,529,92.86,46.43,2.84,54.63,1939,5.56,0.23,28800,39000,51600,22800,183,248,309,126,306,28.4,16.7,12.8,25,,1.78,89.55,56.9,89.28,96.27,,,,,,,,,,,,,,,,,,2.8,5624.2,0.73,,,,,,,212.73
Laceytownship,NJ,29,37380,,22141,2.78,0.31,98.88,0.42,1.62,13.45,22.99,10.72,16.31,,,37397,74.69,0.2,49.11,36.05,3.53,23.92,41568,14878,14897,562,15479,38913,10114,15316,943,4.29,7.62,23.05,13.76,6.1,58.54,10.35,24.78,11.8,24.69,5.65,23.72,8.06,6.9,3.12,84.46,81.16,94.54,85.41,56.51,68.46,81,0.49,927,6.26,6.26,7.01,9.49,0.26,0.26,0.29,0.4,92.94,0.6,4.29,3.44,2.76,2.74,2.98,88.06,0.97,35.94,,1556,83.64,88.93,0.32,62.53,1976,0.43,0.14,104600,130000,171400,66800,545,656,734,189,815,29.7,24.8,15.8,,,4.19,73.45,56.47,78.41,95.96,,,,,,,,,,,,,,,,,,87,254.4,1.19,,,,,,,78.94
Ansoniatown,CT,,1220,,18403,2.57,8.28,90,0.67,2.58,11.35,25.35,11.25,15.41,18403,100,34181,76.77,0.18,44.17,34.54,6.21,17.08,40345,14833,15414,8713,17224,11847,10173,8896,1392,7.59,10.97,27.16,12.52,7.55,62.13,29.33,20.29,16.97,20.21,7.49,30.71,10.65,9.18,3.09,71.61,68.5,76.91,72.03,62.34,73.52,720,5.22,1398,6.15,10.8,16.45,18.53,0.47,0.82,1.25,1.41,84.48,1.39,3.57,2.56,2.57,2.72,2.36,61.22,1.63,50.17,,344,95.42,57.76,3.2,44.48,1948,2.96,1.13,130800,154500,178100,47300,303,433,548,245,541,23.6,22.8,15.8,,,7.6,75.62,64.5,87.15,95.03,,,,,,,,,,,,,,,,,,6.2,2945.6,1.45,,,,,,,346.99
EastGreenwichtown,RI,,22240,,11865,2.67,0.41,98,1.34,0.65,13.36,21.94,11.05,10.43,7825,65.95,50896,80.66,0.25,60.52,24.62,4.93,17.54,61843,26163,26189,10685,50000,29726,,13696,554,4.72,2.78,10.16,44.18,4.07,65.12,17.46,26.79,5.79,41.33,7.23,27.19,8.85,8.08,3.17,84.23,84.9,85.32,89.92,42.05,58.63,113,1.32,532,5.45,11.28,13.72,20.11,0.24,0.51,0.62,0.9,93.1,0.57,3.36,2.49,2.64,2.93,1.82,82.11,0.61,32.43,,214,95.41,74.02,2.8,38.32,1965,0.81,0.49,157200,227900,322700,165500,319,486,614,295,527,28.2,22.7,13.2,,,4.48,54.74,56.73,72.89,83.25,,,,,,,,,,,,,,,,,,17.1,695.4,1.76,,,,,,,84.02
Sharonvillecity,OH,61,71892,,11312,2.39,2.17,96.3,1.41,0.59,11.41,26.59,12.08,10.73,11312,100,36332,81.52,0.63,53.55,22.74,2.87,16.87,42427,16975,16972,17074,,17028,,18971,582,5.23,6.87,19.9,21.92,2.27,68.05,27.86,18.91,12.17,32.08,10.82,28.64,13.01,11.95,2.96,80.06,78.69,93.22,77.49,62.3,75.6,106,1.23,372,11.56,16.13,27.69,33.6,0.38,0.53,0.91,1.11,96.4,0.11,3.06,2.05,2.35,2.63,1.9,69.13,0.76,47.27,,334,93.41,61.83,0.6,17.07,1967,1.2,0.08,65600,81800,105000,39400,371,433,495,124,474,21.9,18,11.8,,,3.29,64.51,47.42,77.02,86.11,,,,,,,,,,,,,,,,,,9.5,1185.6,0.7,,,,,,,171.06
Greenvillecity,OH,,,,12863,2.45,0.52,98.59,0.4,0.61,12.02,22.51,10.49,18.46,,,23044,71.15,1.43,44.53,36.06,5.99,19.87,29523,11732,11721,3754,7330,24236,6006,2695,1335,10.98,9.53,27.71,11.15,7.03,54.51,32.55,21.6,27.25,21,11.13,21.46,13.4,12.42,2.92,72.6,72.02,80,76.72,66.58,76.64,137,1.12,139,20.14,26.62,36.69,42.45,0.22,0.29,0.4,0.46,97.02,0.63,3.19,2.09,2.32,2.39,2.17,69.05,0.84,47,,247,95.51,66.99,3.64,40.89,1955,6.11,0.31,38300,52600,70900,32600,187,241,297,110,333,24.7,16,11.7,,,1.08,80.22,53.17,86.56,93.15,,,,,,,,,,,,,,,,,,5.1,2539.7,0.29,,,,,,,108.07
Tempecity,AZ,,,,141865,2.55,3.2,86.85,4.05,10.88,18.97,38.87,22.84,5.96,141865,100,31885,87.5,0.91,42.73,13.56,3.47,11.14,40512,15530,16406,10897,8105,10126,9067,10622,18603,13.61,3.32,10.08,36.75,5.19,69.9,15.88,25.91,9.01,34.6,9.22,46.43,13.39,11.25,3.08,73.62,72.11,82.8,76.96,59.79,69.44,2108,2.69,10262,25.16,39.51,50.94,58.04,1.82,2.86,3.68,4.2,86.6,1.62,5.11,,2.47,2.75,2.18,57.35,4.56,53.75,,5912,90.38,51.58,0.61,20.97,1976,4.04,0.22,73700,91500,119300,45600,364,437,540,176,496,29.5,21.3,12.1,51,,7.23,27.11,34.8,67.8,71.28,236,158.02,217,145.29,161358,108038.7,683.7,158,91.93,94.92,1.27,3.39,0.42,5.08,11,12,134,40.9,3465.2,1.48,163,15525371,91.95,10,4.66,103951.5,556.4
Sanfordcity,NC,,,,14475,2.52,34.85,63.24,0.57,1.57,13.73,25.45,11.77,13.52,,,21205,73.05,0.83,29.46,31.3,9.21,13.12,26046,11164,13608,6649,17781,15385,7859,6694,2964,21.06,12.27,29.52,14.83,6.93,58.03,35.05,20.19,24.1,24.02,11.57,30.59,16.22,14.08,3.02,58.28,51.61,56.25,57.78,68.41,78.91,873,6.9,282,19.15,24.82,45.74,52.84,0.37,0.48,0.89,1.03,96.01,1.16,4.78,3.31,2.46,2.48,2.42,59.14,3.49,44.22,,488,92.16,58.52,2.46,32.58,1966,10.51,0.8,36900,52800,75600,38700,163,244,323,160,356,26.7,22.5,13.6,,,1.95,76.15,52.15,78.91,90.39,,,,,,,,,,,,,,,,,,14.5,1001.3,,,,,,,,1240.39
Williamsburgcity,VA,830,86160,,11530,3.32,15.21,81.25,2.91,1.31,40.83,58.9,49.38,10.29,11530,100,25393,75.83,0.77,54.93,26.43,5.79,19.3,36693,11822,12732,8605,6487,4858,1692,13220,1406,19.37,6.97,16.26,42.9,4.87,46.89,4.12,47.37,5.65,38.76,5.38,65.8,7.16,6.34,2.7,60.91,55.86,84.29,55.8,57.55,72.61,314,6.54,558,32.26,37.99,43.73,47.67,1.56,1.84,2.12,2.31,92.88,0.42,,1.5,2.11,2.19,2.06,37.83,1.47,61.49,,492,87.58,36.39,0.61,48.78,1970,4.56,0.45,85500,121000,198500,113000,353,428,519,166,492,28.3,20.3,12.1,,,4.84,36.7,23.89,30.95,70.68,,,,,,,,,,,,,,,,,,8.9,1292.6,1.05,,,,,,,212.83
Wickliffecity,OH,85,85036,,14558,2.63,2.69,96.49,0.61,0.52,11.97,24.21,11.35,16.07,14558,100,32964,76.81,0.7,50.23,38,2.52,26.95,37671,14181,14231,13198,,13227,,11994,599,4.18,6.91,23.47,11.79,4.41,59.17,30.08,20.4,14.3,22.29,7.56,28.2,9.85,8.76,3.03,79.07,77.17,93.3,79.05,55.82,62.41,39,0.32,709,3.67,3.67,4.65,5.5,0.18,0.18,0.23,0.27,91.38,1.01,3.92,2.96,2.59,2.64,2.33,86.03,1.5,24.84,,90,98.4,84.44,1.11,22.22,1957,0.63,0.21,61200,69900,84900,23700,306,368,436,130,437,22.6,17.2,12.3,,,4.87,76.17,76.02,89.52,97.83,,,,,,,,,,,,,,,,,,4.8,3020.3,1.13,,,,,,,130.01
Smyrnacity,GA,,,,30981,2.09,15.87,80.22,2.26,3.55,10.19,34.22,14.17,7.72,30981,100,33863,87.59,0.58,42.47,14.56,2.73,8.89,40482,19158,20366,14237,5058,16537,12588,12021,2004,6.57,5.7,15.33,34.13,3.92,76.17,10.61,17.65,7.26,33.69,13.34,37.6,17.61,15.61,2.81,67.96,64.13,86.62,71.7,70.24,76.03,495,2.83,1834,24.75,40.73,51.8,59.16,1.47,2.41,3.07,3.5,91.34,1.51,2.83,1.42,2.06,2.24,1.93,46.77,2.02,66.44,,1987,88.19,43.09,1.31,10.32,1979,2.78,0.21,64000,78100,98300,34300,412,476,577,165,562,24.4,20.2,13.3,,,5.92,42.71,37.42,57.98,71.52,,,,,,,,,,,,,,,,,,11.8,2630,1.04,,,,,,,447.45
CrownPointcity,IN,,,,17728,2.76,1.46,97.34,0.73,2.28,12.78,23.63,11.04,13.59,17728,100,37539,78.25,0.56,54.89,28.77,2.17,19,43657,15609,15681,3032,,30560,16372,10484,581,3.43,6.52,17.03,20.94,5.35,61.04,20.46,27.95,11.3,29.18,,25.58,9.63,8.39,3.15,84.02,82.86,95.71,88.37,55.9,70.28,110,0.8,1023,2.35,2.93,3.91,10.36,0.14,0.17,0.23,0.6,89.14,1.46,4.1,3.04,2.64,2.9,2.01,78.47,1.45,36.5,,154,97.66,71.62,0.65,26.62,1967,0.53,0.18,62700,80300,97500,34800,325,397,461,136,476,25.6,17.9,12.6,,,5.77,64.76,58.26,88.4,91.48,170,934.78,118,648.85,12132,66710.7,71.4,934.8,84.34,80.59,14.12,5.29,,19.41,16,,156.8,8.2,2168.3,1.09,81,12048098,69.41,,9.41,662493,54.99
Hanahancity,SC,,,,13176,2.59,9.32,87.84,1.49,2.41,16.55,34.48,19.23,7.52,13176,100,28435,85.31,0.49,36.66,18.12,4.17,19.05,33294,13937,14692,7572,12077,11680,10470,8562,978,7.53,7.11,20.26,15.72,2.83,68.22,16.39,17.15,14.12,24.43,11.68,29.96,13.93,12.77,2.98,74.46,70.16,85.99,74.21,53.98,66.38,100,1.13,343,21.28,36.73,48.1,52.77,0.55,0.96,1.25,1.37,94.86,1.11,3.25,2.34,2.56,2.68,2.4,59.47,2.97,43.87,,296,94.5,56.74,0.68,30.41,1969,5.21,,60200,80300,110300,50100,274,325,373,99,403,23.7,19.1,12.2,,,2.6,49.14,43.82,60.28,76.42,,,,,,,,,,,,,,,,,,9.9,1325,0.61,,,,,,,487.73
Haverfordtownship,PA,45,33144,,49848,2.81,2.03,96.07,1.75,0.67,13.05,23.6,12.45,15.8,49892,100,48210,78.9,0.82,67.65,32.9,2.35,20.32,54458,20566,20785,18772,15376,12383,4681,11860,1550,3.18,4.45,12.66,37.63,2.81,63.42,10.2,35.67,6.45,41.11,4.18,31.41,6.82,5.58,3.19,88.62,87.91,98.86,89.2,54.95,64.73,265,0.73,3200,10.16,13.38,18.34,22.06,0.65,0.86,1.18,1.42,90.88,0.88,5.46,4.21,2.74,2.85,2.08,89.05,0.71,16.64,,490,97.31,85.59,0.41,35.92,1947,0.29,0.07,124900,148700,174500,49600,439,549,777,338,629,27.1,20.7,13.2,109,,6.41,76.86,69.18,81.73,92.73,,,,,,,,,,,,,,,,,,10.4,4805.5,8.94,,,,,,,76.92
LongBranchcity,NJ,25,41310,,28658,2.48,19.5,73.5,1.47,13.57,11.75,26.7,12.27,13.79,28658,100,30693,76.71,0.73,38.24,29.27,9.04,13.19,35141,16104,18450,9671,24285,13843,7872,7090,4163,14.72,10.82,28.15,20.13,8.57,61.06,10.54,25.86,12.84,27.1,10.82,37.63,15.18,13.16,3.12,59.79,54.38,71.12,52.67,59.78,68.02,1375,6.45,3024,20.47,31.12,35.25,42.2,2.16,3.28,3.72,4.45,78.21,5.5,6.94,4.29,2.44,2.69,2.25,48.52,5.49,64.19,,2088,84.68,44.09,2.63,55.03,1954,5.06,0.5,115000,149100,192700,77700,423,540,644,221,601,28.2,27.1,18,,,10.55,57.67,54.77,84.78,89.49,,,,,,,,,,,,,,,,,,5.4,5303.9,6.04,,,,,,,1227.61
Humblecity,TX,,,,12060,2.55,7.75,82.35,2.4,12.1,15.45,31.84,15.3,7.19,12060,100,27483,85.27,0.53,24.45,16.01,4.36,8.21,33019,13031,13659,10882,11508,13613,8019,8187,1010,8.56,9.5,22.83,13.96,5.16,70.31,10.56,18.16,12.52,20.85,15.78,28.14,19.66,17.81,3.12,68.66,65.85,84.05,59.56,59.22,70.22,124,1.48,769,16.78,25.49,34.2,64.37,1.07,1.63,2.18,4.1,88.03,4.06,5.03,3.27,2.5,2.84,2.3,41.21,6.21,63.21,,522,90.08,36.22,1.72,39.46,1979,4.5,,49500,62400,79400,29900,288,346,398,110,418,23.1,18.5,13.8,,,6.38,59.83,32.52,75.22,89.45,,,,,,,,,,,,,,,,,,10.2,1180,1.11,,,,,,,771.88
Suffieldtown,CT,,74540,,11427,2.74,1.55,96.9,1.21,0.86,13.25,22.59,11.04,12.44,2576,22.54,50714,82.59,2.48,65.6,25.48,3.72,19.7,56769,24281,24445,17359,17800,19657,,12783,302,2.72,4.41,12.49,30.49,3.46,66.27,20.15,20.3,10.98,37.78,6.46,27.48,8.63,7.58,3.08,87.59,81.9,95.32,86.81,58.68,70.25,29,0.36,424,14.15,14.15,24.06,28.77,0.53,0.53,0.89,1.07,93.17,0.58,3.6,2.78,2.67,2.8,2.13,84.09,0.57,31.66,,208,95.26,80.12,3.37,59.13,1964,1.05,0.55,145200,185800,245500,100300,372,549,675,303,669,25.4,22.5,12.3,,,3.71,45.24,59.43,80.65,83.36,,,,,,,,,,,,,,,,,,43.7,261.3,1.36,,,,,,,43.71
Bettendorfcity,IA,,,,28132,2.64,1.37,96.8,0.96,2.15,13.98,23.98,10.59,9.12,28086,100,40174,84.53,1.37,59.13,21.25,2.86,15.72,46770,17747,17805,17587,15049,14633,16222,14202,1317,4.73,2.92,9.93,34.21,3.92,69.27,16.87,23.88,9.41,35.54,7.71,22.77,10.54,9.19,3.09,82.31,82.02,89.13,79.63,67.02,72.43,310,1.5,516,2.33,4.07,6.78,14.53,0.04,0.07,0.12,0.27,95.69,0.45,3.27,2.44,2.62,2.8,2.11,78.88,0.8,34.45,,400,96.38,73.72,1.25,19.75,1968,0.93,0.12,52500,67500,96300,43800,268,335,428,160,415,21,17.3,12,,,1.84,54.35,53.52,76.72,83.03,,,,,,,,,,,,,,,,,,22,1278.9,0.49,,,,,,,454.84
LaCrossecity,WI,63,40775,,51003,2.55,0.72,93.78,4.85,0.88,20.07,36.37,24.03,13.44,51003,100,21947,74.26,0.9,49.91,31.63,8.53,16.46,30067,10898,11342,7298,5776,3558,1977,7452,9881,21.04,9.55,19.28,21.43,6.24,59.81,16.83,29.98,15.97,24.84,8.26,42.74,10.02,9.22,2.99,69.11,70.09,78.34,77.11,61.44,71.58,897,2.47,2120,43.35,52.17,59.06,71.23,1.8,2.17,2.45,2.96,93.03,2.07,4.98,3.08,2.34,2.45,2.24,51.8,3.1,56.78,,927,95.56,49.56,1.08,26.11,1951,3.1,0.44,42300,53500,68200,25900,219,286,365,146,344,27.1,19.8,14.3,25,,4.16,73.83,45.19,71.11,89.1,,,,,,,,,,,,,,,,,,19,2681.7,3.16,,,,,,,74.09
Hobartcity,IN,,,,21822,2.7,0.22,98.37,0.22,4.85,13.99,24.93,11.45,12.84,21822,100,34602,78.41,0.72,45.66,32.29,3.55,22.2,40152,14596,14582,18120,10235,27563,10277,10215,1096,5.08,6.01,21.32,11.71,4.86,61.57,24.25,19.72,16.09,21.76,8.07,25.2,10.63,9.4,3.13,81.08,78.72,93.39,83.46,59.82,67.23,97,0.56,641,3.43,6.24,7.33,9.83,0.1,0.18,0.22,0.29,92.28,1.02,4.68,3.54,2.68,2.8,2.26,80.65,2.07,38,,229,97.24,77.03,3.49,44.54,1957,2.04,0.13,41100,53000,68600,27500,296,361,427,131,445,24.2,15.4,12.9,,,2.94,69.48,63.4,88.13,93.68,,,,,,,,,,,,,,,,,,16,1363.5,2.11,,,,,,,163.75
Albemarlecity,NC,,,,14939,2.47,17.63,81.01,1.14,0.44,12.33,23.7,11.64,17.82,,,22504,71.54,0.95,31.31,34.52,7.86,15.69,27907,11761,12816,6609,,15154,2833,6496,2033,14.11,17.47,39.42,12.49,6.66,57.87,41.57,16.06,32.88,19.13,10.12,23.61,12.23,11.28,2.92,69.37,65.48,70.19,81.61,78.34,78.88,606,4.8,236,12.71,12.71,26.27,38.98,0.2,0.2,0.42,0.62,96.33,0.95,3.14,2.16,2.38,2.4,2.33,67.16,2.23,52.05,,488,92.54,66.47,1.64,43.85,1957,8.26,0.34,33600,49000,71400,37800,169,235,298,129,331,24.4,20.2,13.3,,,1.58,81.75,59.37,83.64,91.46,,,,,,,,,,,,,,,,,,15.2,983.3,,,,,,,,906.29
RoyalOakcity,MI,125,70040,,65410,2.31,0.51,97.9,1.11,1.06,9.63,24.83,9.78,14.22,65410,100,36835,78.81,0.48,57.42,28.43,3.12,18.81,44446,18065,18145,12471,20283,13824,12295,13364,2963,4.56,3.64,13.95,28.42,4.36,66.01,19.21,25.59,8.96,33.74,9.22,30.75,13.14,11.33,2.95,79.54,79.12,92.1,78.95,61.98,68.53,342,0.74,4175,8.77,13.72,17.08,20.5,0.56,0.88,1.09,1.31,93.8,0.62,3.12,1.93,2.29,2.51,1.78,76.76,1.22,42.67,,819,97.19,69.98,0.37,19.29,1953,0.99,0.16,61800,75600,94100,32300,405,465,539,134,497,23.6,17.9,13.3,76,,6.38,74.66,59.55,82.75,94.3,,,,,,,,,,,,,,,,,,12.2,5340.5,0.74,,,,,,,
Newportcity,KY,,,,18871,2.6,3.8,95.48,0.33,0.48,14.78,29.51,14.2,11.31,18884,100,18683,70.41,0.61,27.23,30.68,12.14,13.1,22848,9107,9206,6842,3781,7832,11512,11416,4796,25.83,21.83,45.84,7.98,8.99,56.78,19.39,16.7,22.5,14.96,15.53,33.15,18.69,17.24,3.27,58.34,52.92,52.6,60.7,57.86,63.81,947,5.76,116,11.21,26.72,26.72,43.1,0.07,0.16,0.16,0.26,97.6,0.45,7.86,5.06,2.57,2.77,2.4,48.89,5.74,66.9,,793,90.16,45.32,6.68,38.84,1939,12.17,0.48,25500,37300,52000,26500,184,261,325,141,330,27.3,17.5,12.9,,,0.61,75.82,48.66,82.1,90.56,,,,,,,,,,,,,,,,,,2.8,6654.1,7.46,,,,,,,1093.88
DeerfieldBeachcity,FL,,,,46325,,16.68,81.57,0.84,3.86,6.9,18.5,,33,46325,100,26950,56.3,0.44,50.33,51.75,2.78,20.57,35318,17093,19119,7504,23238,12511,9313,12427,4562,9.89,8.75,25.73,16.07,4.79,48.33,8.91,16.44,9.25,24.63,10.56,24.5,11.94,11.32,2.62,66.1,58.7,77.97,60.51,68.59,76.28,1426,3.81,7000,9.06,14.53,20.31,29.59,1.37,2.2,3.07,4.47,85.27,2.89,3.77,2.1,,1.99,2.02,71.79,3.72,79.54,,5678,80.28,72.1,1.07,34.29,1976,2.82,0.48,73400,97400,132800,59400,430,536,653,223,611,28,23.5,12.7,,,15.11,18.81,51.19,73.61,81.3,,,,,,,,,,,,,,,,,,10.8,4281.4,1.35,,,,,,,832.58
Christiansburgtown,VA,,,,15004,2.5,5.31,94.3,0.33,0.51,13.56,27.06,12.94,10.69,,,26171,78.16,0.53,36.1,26.2,6.92,14.01,31468,12045,12112,10683,,16225,10692,15303,1616,10.92,16.4,31.37,17.22,4.01,66.17,25.32,25.94,18.73,25.9,9.87,24.07,14.23,12.22,2.92,74.15,72.15,89.34,67.53,68.03,76.67,127,1.1,57,,17.54,17.54,29.82,,0.07,0.07,0.11,98.61,0.2,2.06,1.53,2.47,2.55,2.29,69.83,1.18,38.22,,256,95.92,67.49,0.39,40.62,1973,4.76,0.1,50100,65500,84200,34100,200,275,359,159,347,23.1,19.6,11.6,,,0.38,73.37,50.91,80.68,91.43,,,,,,,,,,,,,,,,,,14,1071.1,0.11,,,,,,,112.94
VeroBeachcity,FL,,,,17350,2.1,3.29,95.65,0.56,2.51,8.77,18.62,8.96,27.09,17350,100,26877,56.75,0.55,52.16,46.98,3.69,23.7,35268,20310,20987,5381,8972,11473,17643,16504,1686,9.85,5.71,19.48,23.51,7.16,45.58,7.43,22.9,7.72,25.96,12.04,23.94,14.93,13.57,2.59,65.67,62.96,77.36,68.27,66.51,71.42,189,1.33,1088,12.87,15.35,18.47,23.62,0.81,0.96,1.16,1.48,92.4,0.6,1.91,1.16,2.07,2.08,2.06,62.34,2.24,65.76,,1795,82.16,62.11,0.39,22.95,1971,6.3,0.57,65400,104300,183500,118100,334,411,493,159,488,28.6,22.3,11.9,,,6.27,21.25,46.67,70.33,78.52,,,,,,,,,,,,,,,,,,11.5,1512.9,,,,,,,,657.11
WestPatersonborough,NJ,31,79820,,10982,2.58,1.42,94.91,2.34,4.23,10.84,26.87,12.35,12.46,10982,100,44933,84.33,0.94,53.87,28.4,3.56,16.67,51322,21036,20180,97458,,13041,14405,15457,421,3.86,12.56,25.64,21.07,4.19,68.52,22.72,19.83,10.77,30.85,7.68,31.18,9.85,8.82,3.04,81.97,80.01,94.24,80,55.12,61.12,92,1.26,1689,8.88,13.08,21.55,28,1.37,2.01,3.31,4.31,75.05,3.94,3.72,2.7,2.56,2.82,2.17,65.52,1.74,46.37,,191,95.71,59.46,,28.8,1962,0.16,0.25,161700,193600,246800,85100,600,638,738,138,698,22.6,24.2,14.5,,,15.38,67.75,62.05,80.37,93.87,,,,,,,,,,,,,,,,,,3.1,3578.6,3.19,,,,,,,236.22
Sherwoodcity,AR,,,,18893,2.69,5.25,93.64,0.47,1.09,14.39,26.78,11.9,6.96,18893,100,36698,88.53,1.24,42.65,17.78,2.53,16.71,39659,15325,15620,11853,8805,13568,4104,8764,801,4.25,2.56,12.78,23.47,3.55,72.16,12.59,23.61,10.93,28.07,8.49,21.25,12.69,10.67,3.05,82.64,80.91,89.43,85.96,71.97,77.53,51,0.41,263,5.32,5.32,14.45,21.67,0.07,0.07,0.2,0.3,97.16,0.45,2.2,1.77,2.68,2.78,2.43,75.63,1.31,28.3,,357,95.16,73.13,2.52,33.89,1976,2.09,0.09,55900,70100,90400,34500,275,339,414,139,463,21.7,18.6,11.5,,,1.39,61.69,50.98,79.25,86.66,,,,,,,,,,,,,,,,,,12.1,1558.8,0.53,,,,,,,270.39
